country_KR,city_EN,city_KR
에콰도르,Guayaquil,과야킬
베네수엘라,Coro,코로
콜롬비아,MedellIn,메데인
쿠바,Havana,아바나
베네수엘라,MaturIn,마투린
베네수엘라,Punto Fijo,푼토 피호
짐바브웨,Bulawayo,불라와요
쿠바,Varadero,바라데로
콜롬비아,Caucasia,카우카시아
콜롬비아,Paipa,파이파
온두라스,Roatan,로아탄
볼리비아,Oruro,오루로
베네수엘라,El VigIa,엘 비히아
코스타리카,San Jose,산호세
페루,Rioja,리오하
베네수엘라,San Antonio del Tachira,산 안토니오 델 타치라
네덜란드령 카리브,Saba,사바
인도네시아,Surabaya,수라바야
브라질,Juazeiro do Norte,주아제이루 두 노르치
수단,Juba,주바
사우디아라비아,Jubail,주바일
브라질,JuIna,주이나
독일,Juist,유이스트
오스트레일리아,Julia Creek,줄리아 크리크
브라질,Parintins,파린틴스
탄자니아,Dar es Salaam,다르에스살람
에콰도르,Tena,테나
네팔,Jumla,줌라
브라질,Jundiai,준지아이
미국,Juneau,주노
라트비아,Jurmala,유르말라
인도네시아,Long Bawan,롱 바완
브라질,Pato Branco,파투 브랑쿠
인도네시아,Tarakan,타라칸
핀란드,JyvAskylA,위배스퀼래
몰디브,Kaadedhdhoo Island,카데두 섬
우간다,Kabale,카발레
마샬 군도,Kaben,카벤
이디오피아,Kabri Dar,카브리 다르
아프가니스탄,Kabul,카불
파키스탄,Kadanwari,카단와리
인도,Kadapa,카다파
일본,Kadena,가데나
몰디브,Kadhdhoo Island,카드두 섬
수단,Kaduqli,카두글리
나이지리아,Kaduna,카두나
모리타니아,Kaedi,카에디
솔로몬 제도,Kaghau Island,카가우 섬
일본,Kagoshima,가고시마
탄자니아,Kahama,카하마
터키,Kahramanmaras,카흐라만마라슈
미국,Kahului,카훌루이
뉴질랜드,Kaikoura,카이코우라
인도,Kailashahar,카일라샤하르
중국,HuangPing,황핑
인도네시아,Utarom,우타롬
뉴질랜드,Kaitaia,카이타이아
핀란드,Kajaani,카야니
케냐,Kakamega,카카메가
미국,Kake,케이크
잠비아,Kalabo,칼라보
인도,Kalaburagi,칼라부라기
미국,Kapalua,카팔루아
이란,Kalaleh,칼랄레
그리스,Kalamata,칼라마타
미국,Kalamazoo,칼라마주
미국,Kalaupapa,칼라우파파
미얀마,Kalaymyo,칼라이묘
오스트레일리아,Kalbarri,칼바리
콩고 민주공화국,Kalemie,칼레미
오스트레일리아,Kalgoorlie,칼굴리
필리핀,Kalibo,칼리보
인도네시아,Tanjung Redeb,탄중 레데브
조선민주주의인민공화국,Kalma Wonsan,갈마 원산
스웨덴,Kalmar,칼마르
미국,Kalskag,칼스카그
미국,Kaltag,칼타그
잠비아,Kalumbila,칼룸빌라
그리스,Kalymnos,칼림노스
인도,Kamalpur,카말푸르
르완다,Cyangugu,찬구구
콩고 민주공화국,Kamina,카미나
파푸아뉴기니,Kamina,카미나
시리아,Kamishly,카미실리
캐나다,Kamloops,캠룹스
콩고 민주공화국,Kananga,카낭가
중국,Burqin,부르친
아프가니스탄,Kandahar,칸다하르
인도,Kandla,칸들라
중국,Kangding,캉딩
그린란드,Kangerlussuaq,캉에를루수아크
캐나다,Kangiqsualujjuaq,캉이쿠수알루주아크
캐나다,Kangiqsujuaq,캉이쿠수주아크
캐나다,Kangirsuk,캉이르숙
인도,Kannur,칸누르
인도,Kanpur,칸푸르
일본,Osaka,오사카
미국,Kansas City,캔자스 시티
대만,Kaohsiung,가오슝
미국,Kapalua,카팔루아
뉴질랜드,Paraparaumu Beach,파라파라우무 비치
캐나다,Kapuskasing,카푸스카싱
키르기스스탄,Karakol,카라콜
중국,Karamay,카라마이
나미비아,Karasburg,카라스버그
에스토니아,KArdla,캐르들라
인도네시아,Langgur,랑구르
인도,Kargil,카르길
짐바브웨,Kariba,카리바
체코,Karlovy Vary,카를로비 바리
독일,Karlsruhe,카를스루에
스웨덴,Karlstad,칼스타드
미국,Karluk,칼루크
말라위,Karonga,카롱가
그리스,Karpathos,카르파토스
오스트레일리아,Karratha,카라타
터키,Kars,카르스
우즈베키스탄,Karshi,카르시
오스트레일리아,Karumba,카룸바
덴마크,Karup,카루프
미국,Kasaan,카산
캐나다,Kasabonika,카사보니카
잠비아,Kasama,카사마
보츠와나,Kasane,카사네
콩고 민주공화국,Kasenga,카셍가
우간다,Kasese,카세세
이란,Kashan,카샨
캐나다,Kashechewan,카셰치완
중국,Kashgar,카슈가르
미국,Kasigluk,카시글루크
인도네시아,Poso,포소
그리스,Kasos Island,카소스 섬
수단,Kassala,카살라
독일,Kassel,카셀
터키,Kastamonu,카스타모누
그리스,Megisti,메기스티
그리스,Kastoria,카스토리아
나미비아,Katima Mulilo,카티마 물리루
프랑스령 폴리네시아,Katiu,카티우
폴란드,Katowice,카토비체
나이지리아,Katsina,카치나
프랑스령 폴리네시아,Kauehi,카우에히
프랑스령 폴리네시아,Kaukura Atoll,카우쿠라 아톨
리투아니아,Kaunas,카우나스
그리스,Kavala,카발라
러시아,Kavalerovo,카발레로보
파푸아뉴기니,Kavieng,카비엥
콩고 민주공화국,Bukavu,부카부
미얀마,Kawthaung,카우따웅
말리,Kayes,카예스
러시아,Kazan,카잔
키르기스스탄,Kazarman,카자르만
인도,Durgapur,두르가푸르
미국,Kearney,커니
인도네시아,Kediri Dhoho,케디리 도호
케냐,Keekorok,키코록
캐나다,Keewaywin,키웨이윈
그리스,Kefallinia,케팔리니아
아이슬란드,ReykjavIk,레이캬비크
캐나다,Kegaska,케가스카
스리랑카,Colombo,콜롬보
캐나다,Kelowna,켈로나
러시아,Kemerovo,케메로보
핀란드,Kemi-Tornio,케미-토르니오
인도,Bangalore,방갈로르
미국,Kenai,키나이
미얀마,Kengtung,켕퉁
미국,Kenmore,켄모어
미국,Seattle,시애틀
잠비아,Lusaka,루사카
캐나다,Kenora,케노라
미국,Kenosha,커노샤
러시아,Keperveyem,케페르베옘
키르기스스탄,Kerben,케르벤
파푸아뉴기니,Kerema,케레마
뉴질랜드,Kerikeri,케리케리
투르크메니스탄,Kerki,케르키
이란,Kerman,케르만
아일랜드,Kerry,케리
인도네시아,Majalengka,마잘렝카
말레이시아,Kerteh,케르테
인도,Keshod,케쇼드
미국,Ketchikan,케치칸
미국,Key West,키웨스트
러시아,Khabarovsk,하바롭스크
미얀마,Khamti,캄티
러시아,Khanty-Mansiysk,한티만시스크
이란,Kharg Island,하르그 섬
우크라이나,Kharkiv,하르키우
수단,Khartoum,하르툼
오만,Khasab,카사브
러시아,Khatanga,하탄가
몽골,Khatgal,하트갈
우크라이나,Kherson,헤르손
우크라이나,Khmelnytsky,흐멜니츠키
태국,Lopburi,롭부리
태국,Khon Kaen,콘깬
타지키스탄,Khorog,호로그
이란,Khorramabad,호라마바드
아프가니스탄,Khost,호스트
네팔,Khotang,코탕
몽골,Khovd,홉드
이란,Khoy,호이
러시아,Kaliningrad,칼리닌그라드
타지키스탄,Khujand,후잔트
케냐,Narok,나로크
독일,Kiel,킬
르완다,Kigali,키갈리
탄자니아,Kigoma,키고마
우간다,Kihihi,키히히
일본,Kikai,기카이
파푸아뉴기니,Kikori,키코리
마샬 군도,Kili Island,킬리 섬
탄자니아,Kilimanjaro,킬리만자로
미국,Killeen,킬린
탄자니아,Kilwa Masoko,킬와 마소코
남아프리카,Kimberley,킴벌리
캐나다,Kimmirut,키미루트
콩고 민주공화국,Kindu,킨두
사우디아라비아,Jeddah,제다
미국,Seattle,시애틀
미국,King Cove,킹 코브
사우디아라비아,Dammam,담맘
요르단,Aqaba,아카바
오스트레일리아,King Island,킹 아일랜드
사우디아라비아,Riyadh,리야드
에스와티니,Manzini,만지니
남아프리카,East London,이스턴 런던
미국,King Salmon,킹 새먼
남아프리카,Durban,더반
캐나다,Kingfisher Lake,킹피셔 레이크
미국,Kingman,킹맨
오스트레일리아,Kingscote,킹스코트
캐나다,Kingston,킹스턴
대만,Kinmen,진먼
미국,Kinston,킨스턴
미국,Kipnuk,키프넉
솔로몬 제도,Kirakira,키라키라
탄자니아,Grumeti,그루메티
러시아,Kirensk,키렌스크
노르웨이,Kirkenes,키르케네스
미국,Kirksville,커크스빌
이라크,Kirkuk,키르쿠크
영국,Kirkwall,커크월
러시아,Kirovsk-Apatity,키롭스크-아파티티
스웨덴,Kiruna,키루나
이란,Kish Island,키시 섬
소말리아,Kismayo,키스마요
케냐,Kisumu,키수무
일본,Kitadaito,기타다이토
일본,Kitakyushu,기타큐슈
케냐,Kitale,키탈레
그리스,Kythira,키티라
미국,Kitoi Bay,키토이 베이
핀란드,KittilA,키틸래
파푸아뉴기니,Kiunga,키운가
미국,Kivalina,키발리나
미국,Klagbay,클래그베이
오스트리아,Klagenfurt,클라겐푸르트
미국,Klamath Falls,클래머스 폴스
미국,Klawock,클라워크
캐나다,Klemtu,클렘투
미국,Rockland,록랜드
일본,Osaka,오사카
미국,Kobuk,코벅
일본,Kochi,고치
미국,Kodiak,코디액
미국,Kodiak,코디액
러시아,Kogalym,코갈림
스리랑카,Koggala,코갈라
미국,Kokhanok,코하녹
핀란드,Kokkola-Pietarsaari,코콜라-피에타르사리
파푸아뉴기니,Kokoda,코코다
카자흐스탄,Kokshetau,콕셰타우
세네갈,Kolda,콜다
인도,Kolhapur,콜하푸르
미국,Koliganek,콜리가넥
러시아,Yekaterinburg,예카테린부르크
콩고 민주공화국,Kolwezi,콜웨지
일본,Komatsu,고마쓰
이디오피아,Dessie,데시
파푸아뉴기니,Komo-Manda,코모-만다
인도네시아,Labuan Bajo,라부안 바조
러시아,Komsomolsk-on-Amur,콤소몰스크나아무레
미국,Kona,코나
이란,ChahBahar,차바하르
스리랑카,Ampara,암파라
뉴칼레도니아,Kone,코네
미국,Kongiganak,콩이간악
콩고 민주공화국,Kongolo,콩골로
터키,Konya,코냐
몰디브,Kooddoo,쿠두
코트디부아르,Korhogo,코로고
중국,Korla,코를라
피지,Koro Island,코로 섬
뉴질랜드,Koromiko,코로미코
벨기에,Kortrijk,코르트레이크
그리스,Kos,코스
슬로바키아,Kosice,코시체
미크로네시아연방,Kosrae,코스라에
카자흐스탄,Kostanay,코스타나이
러시아,Kostroma,코스트로마
인도,Kota,코타
말레이시아,Kota Kinabalu,코타키나발루
러시아,Kotlas,코틀라스
미국,Kotlik,코틀릭
가봉,Koulamoutou,쿨라무투
뉴칼레도니아,Koumac,쿠마크
오스트레일리아,Kowanyama,코와냐마
미국,Koyuk,코유크
미국,Koyukuk,코유쿡
그리스,Kozani,코자니
일본,Kozushima,고즈시마
태국,Krabi,끄라비
폴란드,Krakow,크라쿠프
러시아,Krasnodar,크라스노다르
러시아,Krasnoselkup,크라스노셀쿠프
러시아,Krasnoyarsk,크라스노야르스크
카자흐스탄,Baikonur,바이코누르
노르웨이,Kristiansand,크리스티안산
스웨덴,Kristianstad,크리스티안스타드
노르웨이,Kristiansund,크리스티안순
남아프리카,Mbombela,음봄벨라
인도네시아,Krui,크루이
우크라이나,Kryvyi Rih,크리비 리흐
인도네시아,Kao,카오
말레이시아,Kuala Lumpur,쿠알라룸푸르
인도네시아,Medan,메단
오스트레일리아,Kubin,쿠빈
말레이시아,Kuching,쿠칭
말레이시아,Kudat,쿠닷
리비아,Kufra,쿠프라
캐나다,Kugaaruk,쿠가루크
캐나다,Kugluktuk,쿠글룩툭
앙골라,Kuito,쿠이토
알바니아,Kukes,쿠커스
몰디브,Kulhudhuffush,쿨후두푸시
타지키스탄,Kulob,쿨롭
그린란드,Kulusuk,쿨루수크
일본,Kumamoto,구마모토
일본,Kumejima,구메지마
아프가니스탄,Kunduz,쿤두즈
중국,Kunming,쿤밍
체코,Uherske Hradiste,우헤르스케 흐라디슈테
핀란드,Kuopio,쿠오피오
중국,Kuqa,쿠처
에스토니아,Kuressaare,쿠레사레
러시아,Kurgan,쿠르간
키리바시,Kuria,쿠리아
인도,Orvakal,오르바칼
러시아,Kursk,쿠르스크
러시아,Samara,사마라
인도,Kushinagar,쿠시나가르
일본,Kushiro,구시로
인도,Leh,레
인도네시아,Kutacane,쿠타카네
터키,Kutahya,퀴타히아
캐나다,Kuujjuaq,쿠주아크
캐나다,Kuujjuarapik,쿠주아라피크
핀란드,Kuusamo,쿠사모
쿠웨이트,Kuwait,쿠웨이트
솔로몬 제도,Kwailabesi,콰일라베시
미국,Kwethluk,크웨스루크
미국,Kwigillingok,크위길링오크
미얀마,Kyaukpyu,쪼퓨
우크라이나,Kyiv,키이우
러시아,Kyzyl,키질
키르기스스탄,Kyzyl-Kiya,키질키야
카자흐스탄,Kyzylorda,키질로르다
미국,Wolf Point,울프 포인트
버뮤다,Hamilton,해밀턴
칠레,Temuco,테무코
과테말라,Guatemala City,과테말라시티
베네수엘라,Maracaibo,마라카이보
콜롬비아,La Chorrera,라 초레라
미국,La Crosse,라크로스
아르헨티나,La Cumbre,라 쿰브레
칠레,La Serena,라 세레나
콜롬비아,Tumaco,투마코
코스타리카,Fortuna,포르투나
베네수엘라,La FrIa,라 프리아
스페인,La Gomera,라 고메라
캐나다,Radisson River,라디슨 리버
도미니카공화국,Santo Domingo,산토도밍고
콜롬비아,La Macarena,라 마카레나
프랑스,Saint-Tropez,생트로페
콜롬비아,Manizales,마니살레스
스페인,La Palma,라 팔마
콜롬비아,La Pedrera,라 페드레라
아르헨티나,La Plata,라 플라타
콜롬비아,La Primavera,라 프리마베라
프랑스,La Rochelle,라 로셸
캐나다,La Romaine,라 로맹
도미니카공화국,La Romana,라 로마나
캐나다,La Ronge,라 론지
스페인,La Seu d'Urgell,라 세우 두르젤
캐나다,La Tabatiere,라 타바티에르
뉴칼레도니아,Noumea,누메아
베네수엘라,La Tortuga,라 토르투가
콜롬비아,Villavicencio,비야비센시오
피지,Labasa,라바사
필리핀,Ozamiz,오사미즈
브라질,Labrea,라브레아
말레이시아,Labuan,라부안
캐나다,Lac Brochet,라크 브로셰
마샬 군도,Lae Atoll,라에 아톨
파푸아뉴기니,Lae,라에
덴마크,Laeso,뢰쇠
미국,Lafayette,라피엣
에콰도르,LagoAgrio,라고아그리오
미국,New York,뉴욕
필리핀,Cagayan de Oro,카가얀데오로
말레이시아,Lahad Datu,라하드 다투
포르투갈,Terceira Island,테르세이라 섬
케냐,Lake Baringo,레이크 바링고
미국,Lake Charles,레이크 찰스
오스트레일리아,Gapuwiyak,가푸위약
오스트레일리아,Newcastle,뉴캐슬
탄자니아,Lake Manyara,레이크 마냐라
미국,Lake Minchumina,레이크 민추미나
파푸아뉴기니,Lake Murray,레이크 머레이
캐나다,Barrie-Orillia,배리-오릴리아
미국,Lake Tahoe,레이크 타호
피지,Lakeba Island,라케바 섬
오스트레일리아,Lakefield,레이크필드
미국,Orleans,올리언스
미국,Minocqua,미노쿠아
미국,Lakeland,레이크랜드
노르웨이,Lakselv,락셀브
인도,Varanasi,바라나시
이디오피아,Lalibela,랄리벨라
미국,St. Louis,세인트루이스
바누아투,Lamen Bay,라멘 베이
이란,Lamerd,라메르드
이탈리아,Lamezia Terme,라메치아 테르메
네팔,Lamidanda,라미단다
태국,Lampang,람빵
이탈리아,Lampedusa,람페두사
미국,Lanai City,라나이 시티
중국,Lancang,란창
미국,Lancaster,랭커스터
영국,Land'sEnd,랜즈 엔드
말레이시아,Langkawi,랑카위
캐나다,Langley,랭글리
중국,Langzhong,랑중
아제르바이잔,Lankaran,란카란
프랑스,Lannion,라니옹
캐나다,Lansdowne,랜스다운
남아프리카,Johannesburg,요하네스버그
대만,Lanyu,란위
스페인,Lanzarote,란사로테
중국,Lanzhou,란저우
필리핀,Laoag,라오아그
핀란드,Lappeenranta,라펜란타
이탈리아,L'Aquila,라퀼라
미국,Laramie,라라미
미국,Laredo,러레이도
이란,Lar,라르
키프러스,Larnaca,라르나카
미국,Larsen Bay,라르센 베이
도미니카공화국,Santo Domingo,산토도밍고
쿠바,Cayo Santa MarIa,카요 산타 마리아
콜롬비아,Corozal,코로살
베네수엘라,San Fernando,산 페르난도
아르헨티나,RIo Cuarto,리오 콰르토
미얀마,Lashio,라쇼
인도,Latur,라투르
피지,Laucala Island,라우칼라 섬
미국,Bullhead City,불헤드 시티
오스트레일리아,Launceston,론서스턴
미국,Bedford,베드퍼드
브라질,Passo Fundo,파수 푼두
이란,Lavan Island,라반 섬
오스트레일리아,Laverton,래버턴
말레이시아,Lawas,라와스
미국,Lawton,로턴
멕시코,Lazaro Cardenas,라사로 카르데나스
독일,Lbeck,뤼베크
나미비아,Lderitz,뤼데리츠
프랑스,Le Havre,르아브르
프랑스,Le Mans,르망
프랑스,Le Puy-en-Velay,르퓌앙벨레
프랑스,Le Touquet,르투케
미국,Hobbs,홉스
오스트레일리아,Learmonth,리어몬스
필리핀,Lebak,레바크
미국,Lebanon,레바논
인도네시아,Tambolaka,탐볼라카
영국,Leeds-Bradford,리즈-브래드포드
미국,Leesburg,리스버그
미국,Allentown,앨런타운
오스트레일리아,Leinster,레인스터
독일,Altenburg,알텐부르크
독일,Leipzig,라이프치히
브라질,Ribeirao Preto,리베이랑 프레투
노르웨이,Leknes,레크네스
네덜란드,Lelystad,렐리스타트
미국,Salmon,새먼
그리스,Lemnos,렘노스
파푸아뉴기니,Lengbati,렝바티
인도,Aizawl,아이자울
러시아,Lensk,렌스크
스페인,Leon,레온
이탈리아,Rome,로마
오스트레일리아,Leonora,레오노라
세네갈,Dakar,다카르
체코,Ostrava,오스트라바
그리스,Leros,레로스
프랑스,Les Sables-dOlonne,레 사블 돌론
러시아,Leshukonskoye,레슈콘스코예
세인트마틴(프랑스령),StMartin,생마르탱
캐나다,Lethbridge,레스브리지
가이아나,Lethem,레뎀
인도네시아,JemajaIsland,제마자 섬
미국,Levelock,레블록
피지,Levuka,레부카
미국,Lewiston,루이스턴
미국,Lewistown,루이스턴
중국,Lhasa,라싸
중국,Lianyungang,롄윈강
미국,Liberal,리버럴
아르헨티나,Posadas,포사다스
중국,Libo,리보
가봉,Libreville,리브르빌
멕시코,Aguascalientes,아과스칼리엔테스
멕시코,Toluca,톨루카
멕시코,Puerto Vallarta,푸에르토 바야르타
멕시코,Colima City,콜리마 시티
모잠비크,Lichinga,리칭가
벨기에,Liege,리에주
베트남,Da Lat,달랏
라트비아,Liepja,리예파야
통가,Ha'Apai,하아파이
파푸아뉴기니,Lihir Island,리히르 섬
미국,Lihue,리후에
중국,Lijiang,리장
마샬 군도,Likiep Atoll,리키에프 아톨
말라위,Likoma Island,리코마 섬
인도,Lilabari,릴라바리
프랑스,Lille,릴
말라위,Lilongwe,릴롱궤
말레이시아,Limbang,림방
프랑스,Limoges,리모주
코스타리카,Limon,리몬
이탈리아,Milan,밀라노
중국,Lincang,린창
미국,Lincoln,링컨
탄자니아,Lindi,린디
중국,Linfen,린펀
필리핀,Lingayen,링가옌
브라질,Linhares,리냐리스
스웨덴,Linkping,린셰핑
중국,Linyi,린이
오스트리아,Linz,린츠
필리핀,Lipa,리파
러시아,Lipetsk,리페츠크
중국,Liping,리핑
콩고 민주공화국,Lisala,리살라
포르투갈,Lisbon,리스본
오스트레일리아,Lismore,리스모어
캐나다,Little Grand,리틀 그랜드
중국,Liupanshui,류판수이
중국,Liuzhou,류저우
미국,Livermore,리버모어
영국,Liverpool,리버풀
오스트레일리아,Lizard Island,리저드 섬
슬로베니아,Ljubljana,류블랴나
스페인,Lleida,례이다
중국,Lliang,량
캐나다,Lloydminster,로이드민스터
알제리,Laghouat,라그후아트
필리핀,Baguio,바기오
오스트레일리아,Lockhart River,로크하트 리버
콩고 민주공화국,Lodja,로자
케냐,Lodwar,로드와르
폴란드,Lodz,우치
태국,Loei,르이
미국,Logan,로건
미국,Boston,보스턴
스페인,Logrono,로그로뇨
미얀마,Loikaw,로이카우
케냐,Loiyangalani,로이얀갈라니
인도,Patna,파트나
케냐,Lokichogio,로키초지오
인도,Guwahati,구와하티
인도네시아,Praya,프라야
토고,Lome,로메
솔로몬 제도,ReefIslands,리프 제도
미국,Lompoc,롬폭
아르헨티나,Loncopue,론코푸에
남아프리카,Londolozi,론돌로지
영국,London Biggin Hill,런던 빅긴 힐
영국,London,런던
미국,London,런던
캐나다,London,런던
영국,London-Southend,런던 사우스엔드
영국,London,런던
브라질,Londrina,론드리나
미국,Houston,휴스턴
말레이시아,Long Akah,롱 아카
인도네시아,Long Apung,롱 아풍
말레이시아,Long Banga,롱 반가
미국,Long Beach,롱비치
미국,Islip,아일립
말레이시아,Long Lellang,롱 렐랑
말레이시아,Long Pasia,롱 파시아
말레이시아,Long Seridan,롱 세리단
바누아투,Longana,롱가나
중국,Longnan,룽난
오스트레일리아,Longreach,롱리치
중국,Longyan,룽옌
바누아투,Lonorore,로노로레
오스트레일리아,Lord Howe Island,로드 하우 섬
멕시코,Loreto,로레토
프랑스,Lorient,로리앙
미국,Los Alamos,로스 알라모스
미국,Los Angeles,로스앤젤레스
멕시코,San Jose del Cabo,산호세 델 카보
콜롬비아,Saravena,사라베나
콜롬비아,MonterIa,몬테리아
베네수엘라,Los Roques,로스 로케스
크로아티아,MaliLosinj,말리 로시니
파푸아뉴기니,Kiriwina Island,키리위나 섬
라오스,Luang Namtha,루앙 남타
미국,Orleans,올리언스
미국,Louisville,루이빌
미국,Louisville,루이빌
캐나다,Blanc-Sablon,블랑-사블롱
앙골라,Luanda,루안다
라오스,Luang Prabang,루앙프라방
앙골라,Luau,루아우
필리핀,Lubang,루방
앙골라,Lubango,루방고
미국,Lubbock,러벅
폴란드,Lublin,루블린
콩고 민주공화국,Lubumbashi,루붐바시
앙골라,Luena,루에나
스위스,Lugano,루가노
우크라이나,Luhansk,루한스크
푸에르토리코,San Juan,산후안
브라질,Toledo,톨레도
스웨덴,Lulea,룰레오
시에라리온,Freetown,프리타운
중국,Luoyang,뤄양
콩고 민주공화국,Luozi,루오지
콩고 민주공화국,Lusambo,루삼보
콩고 민주공화국,Lusanga,루상가
영국,London,런던
캐나다,Lutselke,루셀케
우크라이나,Lutsk,루츠크
룩셈부르크,Luxembourg,룩셈부르크
이집트,Luxor,룩소르
중국,Luzhou,루저우
우크라이나,Lviv,르비우
캐나다,Saturna Island,사투르나 섬
스웨덴,Lycksele,릭셀레
영국,Lydd,리드
미국,Lynchburg,린치버그
바하마,Nassau,나소
캐나다,Lynn Lake,린 레이크
프랑스,Lyon,리옹
프랑스,Lyon,리옹
대만,Lyudao,뤼다오
슬로바키아,Bratislava,브라티슬라바
몰디브,Maafaru,마아파루
필리핀,Maasin,마아신
네덜란드,Maastricht,마스트리히트
몰디브,Maavarulu,마아바루루
오스트레일리아,Mabuiag Island,마부이아그 섬
베네수엘라,San Felix,산 펠릭스
마카오,Macao,마카오
오스트레일리아,Mackay,매케이
필리핀,Lapu-Lapu,라푸라푸
파푸아뉴기니,Madang,마당
포르투갈,Funchal,푼샬
몰디브,Madivaru,마디바루
스페인,Madrid,마드리드
스페인,Madrid,마드리드
인도,Madurai,마두라이
태국,Mae Hong Son,매홍손
태국,Mae Sot,매솟
브라질,Rondonopolis,론도노폴리스
바누아투,Maewo,마에오
레소토,Mafeteng,마페텡
탄자니아,Mafia Island,마피아 섬
러시아,Magan,마간
러시아,Magas,마가스
독일,Magdeburg,마그데부르크
미국,Twin Falls,트윈 폴스
러시아,Magnitogorsk,마그니토고르스크
대만,Magong,마궁
미얀마,Magway,마궤
인도,Udaipur,우다이푸르
남아프리카,Mmabatho,음마바토
이란,Bandare Mahshahr,반다레 마흐샤르
키리바시,Maiana,마이아나
콜롬비아,Maicao,마이카오
나이지리아,Maiduguri,마이두구리
인도네시아,Sabang,사방
마다가스카르,Maintirano,마인트라노
카보베르데,Maio Island,마이우 섬
마샬 군도,Majkin,마즈킨
브라질,Varginha,바르지냐
프랑스령 폴리네시아,Makemo,마케모
키리바시,Makin Island,마킨 섬
캐나다,Makkovik,마코빅
이란,Maku,마쿠
나이지리아,Makurdi,마쿠르디
적도 기니,Malabo,말라보
말레이시아,Malacca,말라카
스페인,Malaga,말라가
솔로몬 제도,Manaoba Island,마나오바 섬
수단,Malakal,말라칼
앙골라,Malanje,말란제
터키,Malatya,말라티아
인도,Malda,말다
바누아투,Lamap,라마프
인도네시아,Morowali,모로왈리
인도네시아,Lhokseumawe,록세우마웨
인도네시아,Malinau,말리나우
케냐,Malindi,말린디
나이지리아,Kano,카노
스웨덴,Malm,말뫼
마샬 군도,Maloelap Atol,말로엘랍 아톨
피지,Malolo Lailai,말로로 라일라이
미국,Malta,말타
몰타,Malta,몰타
필리핀,Mamburao,맘부라오
파나마,Mamitupo,마미투포
미국,Mammoth Lakes,매머스 레이크스
코트디부아르,Man,만
네팔,Khanidanda,카니다다
피지,Mana Island,마나 섬
마다가스카르,Mananara Nord,마나나라 노르드
마다가스카르,Mananjary,마난자리
키르기스스탄,Bishkek,비슈케크
미국,Manassas,매나서스
미얀마,Manaung,마나웅
영국,Manchester,맨체스터
미국,Manchester,맨체스터
케냐,Lamu,라무
미얀마,Mandalay,만달레이
케냐,Mandera,만데라
콜롬비아,Condoto,콘도토
쿡 군도,Mangaia Island,망가이아 섬
인도,Mangalore,망갈로르
미국,Manhattan,맨해튼
브라질,Manhuacu,만후아쿠
브라질,Manicore,마니코레
그린란드,Maniitsoq,마니초크
오스트레일리아,Maningrida,매닝리다
미국,Manistee,매니스티
미국,Manitowoc,매니토웍
마다가스카르,Manja,만자
미국,Alaska,알래스카
미국,Manley Hot Springs,맨리 핫 스프링스
독일,Mannheim,만하임
니제르,Agadez,아가데즈
인도,Mopa,모파
미국,Manokotak,마노코탁
콩고 민주공화국,Manono,마노노
잠비아,Mansa,만사
미국,Mansfield,맨스필드
캐나다,Mansons Landing,맨슨스 랜딩
베네수엘라,Puerto Ordaz,푸에르토 오르다스
멕시코,Merida,메리다
멕시코,La Paz,라파스
페루,Mazamari,마사마리
중국,Manzhouli,만저우리
사모아,Maota,마오타
캐나다,Maple Bay,메이플 베이
파푸아뉴기니,Maprik Hayfield,마프릭 헤이필드
모잠비크,Maputo,마푸투
케냐,Mara North,마라 노스
케냐,Masai Mara,마사이 마라
니제르,Maradi,마라디
키리바시,Marakei,마라케이
인도네시아,Maratua Island,마라투아 섬
솔로몬 제도,Marau,마라우
터키,Mardin,마르딘
뉴칼레도니아,Mare,마레
브라질,Sao LuIs,상루이스
브라질,Cuiaba,쿠이아바
오스트레일리아,Mareeba,마리바
나이지리아,Calabar,칼라바르
남아프리카,Margate,마게이트
칠레,Los angeles,로스앤젤레스
도미니카공화국,Barahona,바라오나
페루,Nazca,나스카
쿠바,Guantanamo,관타나모
슬로베니아,Maribor,마리보르
핀란드,Mariehamn,마리에함
이탈리아,Elba,엘바
인도네시아,Waisai,와이사이
필리핀,Marinduque Island,마린두케 섬
일본,Iwakuni,이와쿠니
브라질,Uberaba,우베라바
브라질,Sao Carlos,상 카를루스
미국,Marion,마리온
에콰도르,Cuenca,쿠엔카
베네수엘라,Maracay,마라카이
에콰도르,Quito,키토
우크라이나,Mariupol,마리우폴
러시아,Markovo,마르코보
오만,Marmul,마르물
마다가스카르,Maroantsetra,마루안체트라
모로코,Marrakesh,마라케시
이집트,Marsa Alam,마르사 알람
이집트,Mersa Matruh,마르사 마트루흐
프랑스,Marseille,마르세유
바하마,Marsh Harbour,마시 하버
미국,Marshall,마셜
마샬 군도,Majuro,마주로
미국,Marthas Vineyard,마서스 빈야드
아르헨티나,Salta,살타
미국,Baltimore,볼티모어
마르티니크,Fort de France,포르드프랑스
말레이시아,Marudi,마루디
투르크메니스탄,Mary,메리
캐나다,Mary's Harbour,메리스 하버
이란,Mashhad,마슈하드
미국,Mason City,메이슨 시티
에리트레아,Massawa,마사와
미국,Massena,매시나
캐나다,Masset,매셋
콩고 민주공화국,Matadi,마타디
인도네시아,Wangi-wangi Island,왕이왕이 섬
프랑스령 폴리네시아,Mataiva,마타이바
인도네시아,Matak,마탁
