question,slots,intent_list
다음 주 주차장 혼잡 도 궁금해요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 날짜 주차장 혼잡 도 알려주세요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 오후 주차장 얼마나 붐빌까 요,"{""time_period"": ""오후"", ""parking_lot"": ""주차장"", ""time"": ""오후""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡할까 요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
공항 주차장 혼잡 도 예측 좀,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 붐빌지 안 붐빌지,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오전 주차장 혼잡 도 예상,"{""time_period"": ""오전"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
오늘 저녁 주차장 혼잡 도 는요,"{""date"": ""오늘"", ""time_period"": ""저녁"", ""parking_lot"": ""주차장"", ""time"": ""저녁""}","[""parking_congestion_prediction""]"
주말 에 주차장 자리 여유 있을까요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 공항 주차장 어떨 것 같아요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 어떨지,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 에 주차장 이 한가할까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 괜찮을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 붐빌까 요,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 혼잡 도 는요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 주차장 혼잡 도 알려주세요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 자리 있을지 궁금해요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 주차장 얼마나 혼잡할까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
평일 저녁 주차장 혼잡 도 예측,"{""time_period"": ""저녁"", ""parking_lot"": ""주차장"", ""time"": ""저녁""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 여유 있는지요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
다음 주 특정 요일 주차장 혼잡 도 는,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
미래 주차장 혼잡 도 예상,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 에 주차장 들어갈 수 있을까요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 오전 공항 주차장 혼잡,"{""date"": ""내일"", ""time_period"": ""오전"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 예측 좀 부탁 해요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주말 주차장 어떨까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오후 주차장 혼잡 도 예상,"{""time_period"": ""오후"", ""parking_lot"": ""주차장"", ""time"": ""오후""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 만 차 예상 되나요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 주차장 복잡한가요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
공항 주차장 다음 주 혼잡 도,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 쯤 주차장 이 덜 붐빌까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 여유,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T2 주차장 자리 있을까요,"{""terminal"": [""T2""], ""date"": ""내일"", ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 장기 주차장 혼잡 도 예측,"{""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_congestion_prediction""]"
다음 주 단기 주차장 붐빌까 요,"{""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_congestion_prediction""]"
특정 시간 주차장 혼잡 도 알려주세요,"{""flight_status"": ""정시"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 어떨까,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
공항 주차장 예측 좀,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 좀,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 에 주차장 이 가장 붐벼요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 어때,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 자리 있을지,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 혼잡 예상,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 주차장 혼잡 도 좀 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 여유 있을까,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 주차장 얼마나 혼잡할지,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
평일 주차장 혼잡 도,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 있나,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
다음 주 주차장 어떨 것 같아,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 예측,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 오전 주차장 어때,"{""date"": ""내일"", ""time_period"": ""오전"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
오늘 저녁 주차장 어때,"{""date"": ""오늘"", ""time_period"": ""저녁"", ""parking_lot"": ""주차장"", ""time"": ""저녁""}","[""parking_congestion_prediction""]"
주말 에 주차 할 곳 있을까,{},"[""parking_congestion_prediction""]"
내일 공항 주차장 혼잡 도 봐줘,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 다음 주 예상,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 에 주차 하는 게 좋을까,{},"[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 많아,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 어떨 것 같아,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 혼잡 도,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 기간 주차장 어때,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 괜찮을까,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 예측 좀 해줘,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 혼잡 도 어때,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡할 것 으로 예상 되나요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 에 주차장 이 붐빌 가능성 이 있나요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 쯤 주차장 이 한가할까 요 예측 부탁드립니다,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 오후 에 주차장 자리 충분할까 요,"{""date"": ""내일"", ""time_period"": ""오후"", ""parking_lot"": ""주차장"", ""time"": ""오후""}","[""parking_congestion_prediction""]"
오늘 저녁 공항 주차장 복잡할까 요,"{""date"": ""오늘"", ""time_period"": ""저녁"", ""parking_lot"": ""주차장"", ""time"": ""저녁""}","[""parking_congestion_prediction""]"
다음 주 T1 주차장 혼잡 도 예측,"{""terminal"": [""T1""], ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 붐빌 것 으로 예상 되나요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 기간 공항 주차장 혼잡 도 전망 은,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 아침 주차장 혼잡할까 요,"{""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""주차장"", ""time"": ""아침""}","[""parking_congestion_prediction""]"
주말 에 주차장 여유 있을까요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 어떨지 궁금해요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 날짜 특정 시간 주차장 혼잡 도 예상,"{""flight_status"": ""정시"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 들어갈 수 있을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 오전 T1 주차장 붐빌까,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 다음 주 예측,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 부터 주차장 이 붐비기 시작 할까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 많을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T2 주차장 혼잡한지,"{""terminal"": [""T2""], ""date"": ""내일"", ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 장기 주차장 상황 어때요,"{""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_congestion_prediction""]"
다음 주 단기 주차장 예측,"{""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_congestion_prediction""]"
평일 아침 주차장 혼잡 도,"{""time_period"": ""아침"", ""parking_lot"": ""주차장"", ""time"": ""아침""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡 도 알려줘,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
공항 주차장 혼잡 도 예측 부탁,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 붐빌까 요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시가 주차 하기 가장 좋은 시간 인가요,{},"[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 비어있을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 어때요,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 괜찮을까요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 주차장 혼잡 도 는 어떻게 예측 되나요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 여유 있을지 없을지,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 주차장 얼마나 혼잡할 것 으로 예상 되나요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
평일 저녁 주차장 어때요,"{""time_period"": ""저녁"", ""parking_lot"": ""주차장"", ""time"": ""저녁""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 혼잡할까,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
다음 주 주차장 혼잡 도 문의,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 날짜 주차장 혼잡 예측,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 오전 주차장 혼잡 도 는요,"{""time_period"": ""오전"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
내일 오후 공항 주차장 혼잡 도,"{""date"": ""내일"", ""time_period"": ""오후"", ""parking_lot"": ""주차장"", ""time"": ""오후""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 다음 주말,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 있을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 자리 예상,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 기간 주차장 혼잡 도,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 예상 혼잡 도,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 예측 부탁드립니다,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 예측,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오전 7시 주차장 혼잡 도 예상,"{""time_period"": ""오전"", ""hour"": ""7"", ""parking_lot"": ""주차장"", ""time"": ""오전 7시""}","[""parking_congestion_prediction""]"
오늘 자정 주차장 혼잡 도,"{""date"": ""오늘"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 단기 주차장 붐빌까 요,"{""date"": ""내일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_congestion_prediction""]"
주말 장기 주차장 혼잡 도,"{""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_congestion_prediction""]"
평일 오후 주차장 혼잡 도 예측,"{""time_period"": ""오후"", ""parking_lot"": ""주차장"", ""time"": ""오후""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 여유 있나요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
다음 주 특정 시간 주차장 혼잡 도,"{""flight_status"": ""정시"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
미래 주차장 혼잡 도 정보,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 에 주차 하기 괜찮을까요,{},"[""parking_congestion_prediction""]"
내일 오전 주차장 혼잡 도 정보,"{""date"": ""내일"", ""time_period"": ""오전"", ""parking_lot"": ""주차장"", ""time"": ""오전""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 예측 서비스,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주말 주차장 혼잡 예상,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오후 5시 주차장 혼잡 도 예측,"{""time_period"": ""오후"", ""hour"": ""5"", ""parking_lot"": ""주차장"", ""time"": ""오후 5시""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 만 차 예상,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 얼마나 붐빌까 요,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 자리 있을까요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 주차장 예측,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡할까,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 얼마나 복잡할지,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 은 어떨지,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 부터 주차장 혼잡 이 시작 되나요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 찾기 힘들까 요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 여유 있는지,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 혼잡 도 문의,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 일 주차장 혼잡 도 예측 좀,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡 도 알려줄 수 있나요,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
공항 주차장 예측 정보,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 혼잡 예상,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시가 주차 하기 가장 나을까요,{},"[""parking_congestion_prediction""]"
오늘 밤 주차장 붐빌 것 같나요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T2 주차장 혼잡 도 확인,"{""terminal"": [""T2""], ""date"": ""내일"", ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 장기 주차장 붐빌 것 으로 예상 되나요,"{""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_congestion_prediction""]"
다음 주 단기 주차장 혼잡 도 예측,"{""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_congestion_prediction""]"
평일 밤 주차장 혼잡 도,"{""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 여유 가 있을까요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
다음 주 주차장 혼잡 도 전망,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 시간 주차장 혼잡 도 예측 해줘,"{""flight_status"": ""정시"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 여유,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 아침 주차장 자리 여부,"{""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""주차장"", ""time"": ""아침""}","[""parking_congestion_prediction""]"
주차장 혼잡 도 예측 문의,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주말 주차장 어때요,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오후 6시 주차장 혼잡 예상,"{""time_period"": ""오후"", ""hour"": ""6"", ""parking_lot"": ""주차장"", ""time"": ""오후 6시""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 만 차 될까 요,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 붐빌지,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 괜찮을지,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
연휴 기간 주차장 혼잡,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
내일 주차장 혼잡 도 어때,"{""date"": ""내일"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 공항 주차장 얼마나 붐빌까,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 주차장 상황 어떨 것 같니,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
몇 시 쯤 주차장 이 가장 한가할까,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
오늘 밤 주차장 자리 있을까,"{""date"": ""오늘"", ""time_period"": ""밤"", ""parking_lot"": ""주차장"", ""time"": ""밤""}","[""parking_congestion_prediction""]"
내일 T1 주차장 혼잡 도 예상,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
주말 T2 주차장 혼잡 도 봐줘,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
특정 날짜 주차장 혼잡 도 예상 알려줘,"{""parking_lot"": ""주차장""}","[""parking_congestion_prediction""]"
다음 주 금요일 오후 6시 쯤 T1 단기 주차장 이 얼마나 혼잡할지 예측 해주실 수 있을까요 퇴근 시간 이라 걱정 되어서요,"{""terminal"": [""T1""], ""day_of_week"": ""금요일"", ""time_period"": ""오후"", ""hour"": ""6"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""time"": ""오후 6시""}","[""parking_congestion_prediction""]"
이번 추석 연휴 기간 에 T2 장기 주차장 P 3 는 얼마나 붐빌 것 으로 예상 되나요 미리 주차 계획 을 세우고 싶습니다,"{""terminal"": [""T2""], ""parking_lot"": ""P3"", ""parking_type"": ""장기"", ""parking_area"": ""P3""}","[""parking_congestion_prediction""]"
내일 아침 7시 쯤 T1 주차 타워 동 편 에 주차 하려고 하는데 그 시간 에 혼잡 도 가 높을까요 아니면 여유 가 있을까요,"{""terminal"": [""T1""], ""date"": ""내일"", ""relative_time"": ""1주"", ""parking_lot"": ""주차타워"", ""parking_area"": ""동편"", ""time"": ""아침 7시""}","[""parking_congestion_prediction""]"
이번 주말 에 T2 단기 주차장 지상 1 층 에 주차 할 예정 인데 토요일 오후 2시 쯤 주차 하기 많이 어려울까 요 혼잡 도 예측 좀 부탁드립니다,"{""terminal"": [""T2""], ""day_of_week"": ""토요일"", ""time_period"": ""오후"", ""hour"": ""2"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지상"", ""time"": ""오후 2시""}","[""parking_congestion_prediction""]"
다음 달 초 평일 오전 에 T1 장기 주차 P 4 에 주차 할 계획 인데 그 시점 의 주차장 혼잡 도 가 어느 정도 될지 예측 가능할까 요,"{""terminal"": [""T1""], ""parking_lot"": ""P4"", ""parking_type"": ""장기"", ""parking_area"": ""P4""}","[""parking_congestion_prediction""]"
오늘 밤 11시 이후 에 T2 단기 주차장 지하 2 층 에 주차 하려고 하는데 그 시간대 에도 주차 공간 이 부족할 정도 로 혼잡할까 요,"{""terminal"": [""T2""], ""date"": ""오늘"", ""time_period"": ""밤"", ""hour"": ""11"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""밤 11시""}","[""parking_congestion_prediction""]"
설 연휴 마지막 날 에 T1 장기 주차장 P 1 은 얼마나 혼잡할 것 으로 예상 되나요 특히 오후 시간대 혼잡 도 가 궁금합니다,"{""terminal"": [""T1""], ""parking_lot"": ""P1"", ""parking_type"": ""장기"", ""parking_area"": ""P1""}","[""parking_congestion_prediction""]"
다음 주 수요일 점심시간 12시 1시 에 T2 주차 타워 서 편이 많이 붐빌까 요 주차 할 곳 찾기 힘들까봐 염려 됩니다,"{""terminal"": [""T2""], ""day_of_week"": ""수요일"", ""relative_time"": ""2주"", ""parking_lot"": ""주차타워"", ""parking_area"": ""서편"", ""time"": ""12시""}","[""parking_congestion_prediction""]"
내일 오후 늦게 4시 5시 T1 단기 주차장 지하 1 층 에 주차 할 예정 인데 퇴근 시간 과 겹 쳐서 많이 혼잡할지 예측 해주실 수 있나요,"{""terminal"": [""T1""], ""date"": ""내일"", ""hour"": ""4"", ""minute"": ""5"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""4시""}","[""parking_congestion_prediction""]"
이번 여름 휴가 시즌 에 T2 장기 주차 P 2 가 평소 보다 얼마나 더 혼잡할 것 으로 예상 되나요 특정 날짜 의 혼잡 도도 알려주시면 좋습니다,"{""terminal"": [""T2""], ""season"": ""여름"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
이번 주말 에 T1 장기 주차장 P 1 에 주차 할 건데 혹시 그때 쯤 주차 공간 이 많이 혼잡할지 미리 예측 해주실 수 있을까요 연휴 직전 이라 미리 알 고 싶네요,"{""terminal"": [""T1""], ""parking_lot"": ""P1"", ""parking_type"": ""장기"", ""parking_area"": ""P1""}","[""parking_congestion_prediction""]"
이번 연휴 때 T1 장기 주차장 P 3 에 주차 하려고 하는데 평소 보다 얼마나 더 붐빌지 아니면 아예 만 차라 서 주차 하기가 엄청 어려울 수도 있을까요 여행 계획 때문 에요,"{""terminal"": [""T1""], ""parking_lot"": ""P3"", ""parking_type"": ""장기"", ""parking_area"": ""P3""}","[""parking_congestion_prediction""]"
야 T2 단기 주차장 지하 2 층 에 주차 할 생각 인데 지금 으로부터 한 시간 뒤 쯤 그 쪽 주차장 이 얼마나 꽉 차 있을지 예측 해 줘 주차 할 수 있겠니,"{""terminal"": [""T2""], ""relative_time"": ""1시간 뒤"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하"", ""time"": ""한시간뒤""}","[""parking_congestion_prediction""]"
내일 오후 늦게 T1 장기 주차 P 2 서 편 에 주차 할 건데 그 시간 에 혼잡 도 가 높아져서 주차 하기 많이 어려워질까 요 미리 대비 하고 싶어서요,"{""terminal"": [""T1""], ""date"": ""내일"", ""parking_lot"": ""P2"", ""parking_type"": ""장기"", ""parking_area"": ""P2""}","[""parking_congestion_prediction""]"
내일 아침 일찍 T2 장기 주차장 P 1 에 주차 하려고 하는데 이른 아침 에도 주차장 동 편이 랑 서 편 중 더 여유 로운 곳 이 있을지 예측 해 주세요,"{""terminal"": [""T2""], ""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""P1"", ""parking_type"": ""장기"", ""parking_area"": ""P1"", ""time"": ""아침""}","[""parking_congestion_prediction""]"
다음 주 화요일 점심시간 에 T2 단기 주차장 지하 2 층 에 주차 할 예정 인데 그 시간 에 주차 할 자리 가 넉넉할지 예측 부탁드립니다,"{""terminal"": [""T2""], ""day_of_week"": ""화요일"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""parking_area"": ""지하""}","[""parking_congestion_prediction""]"
