intent,question
parking_availability_query,오늘 저녁 9시쯤 제2터미널 주차타워 동편에 도착할 건데 그 시간에 주차장이 많이 여유로울지 아니면 벌써 꽉 차 있을지 알고 싶어요 주차 못 할까 봐 불안해서요
parking_availability_query,아 제가 제1터미널 단기 주차장 지상 1층에 주차를 해야 하는데 혹시 지금 주차장이 만차 직전이라서 아예 못 들어가는 건 아니겠죠 빨리 알려주세요
parking_availability_query,담주 금요일 오후에 제2터미널 장기 주차 P4에 주차할 건데 퇴근 시간이랑 겹쳐서 주차장이 엄청 복잡해질까 미리 확인 가능할까
parking_availability_query,저기요 다음 주 월요일 아침 일찍 제1터미널 단기 주차장 지하 1층에 차를 댈 건데요 출근 시간이라 많이 혼잡할까요 아니면 좀 여유 있을까요 궁금해서요
parking_availability_query,지금 제2터미널 장기 주차장 P1에 주차할 수 있는 빈자리가 있을까요 주변에 차들이 너무 많아서 들어갈 엄두가 안 나네
parking_availability_query,이번 주말 제1터미널 주차타워 서편이 엄청 붐빌 것 같던데 혹시 주차 가능한 자리가 있긴 할까요 아님 다른 쪽이 더 나을지 추천해 주실래요
parking_availability_query,내일 오후 늦게 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에도 주차 공간이 넉넉할지 알고 싶어요 자리 없을까 봐 걱정되네요
parking_availability_query,연말 연초에 제1터미널 장기 주차장 P3은 보통 어느 정도로 혼잡한가요 아예 다른 주차장을 고려해야 할 정도로 심각한가요
parking_availability_query,와 진짜 급한데 제2터미널 단기 주차장 지상 1층에 주차할 자리가 아예 없을까 봐 걱정돼요 지금이라도 빨리 확인 가능한가요 비행기 놓치겠어요
parking_availability_query,내일 출국인데 제1터미널 장기 주차 P2 동편이랑 서편 중에 어디가 더 혼잡도가 낮을지 미리 알려줄 수 있어 사람 없는 곳으로 가고 싶어서
parking_availability_query,오늘 밤 자정쯤 제2터미널 주차타워 동편에 주차할 생각인데 그 시간에 주차장이 텅 비어있을지 아니면 그래도 꽤 차 있을지 궁금해요 야간 비행이라서요
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 선호하거든요 지금 그 구역에 주차할 곳이 있는지 아니면 다른 층으로 내려가야 하는지 좀 봐주실 수 있어요
parking_availability_query,담주 수요일 오후에 제2터미널 장기 주차 P4에 주차할 건데 그 시간대에 공항 전체 주차장 혼잡도는 어떤 수준일까 주차장 너무 복잡하면 싫거든
parking_availability_query,이번 주말 제1터미널 단기 주차장 지상 1층이 만차 예상되나요 아니면 그래도 아직 주차할 공간이 남아있을까요 일찍 가볼까요
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차할 건데 이른 시간에 혼잡도가 낮을 것으로 기대해도 될까요 항상 붐벼서요
parking_availability_query,현재 제1터미널 주차타워 동편의 주차 상황은 어떤가요 지금 주차하러 들어가도 괜찮을지 궁금합니다
parking_availability_query,다음 주 목요일 저녁에 제2터미널 단기 주차장 지하 1층에 주차할 건데 그 시간에도 자리가 많이 남아있을지 궁금해요 보통 그 시간에 꽉 차던데
parking_availability_query,이번 연휴에 제1터미널 장기 주차 P3에 주차하려고 하는데 주차장 빈자리 현황을 미리 알 수 있는 실시간 정보가 혹시 있을까요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금 그쪽 주차장이 얼마나 꽉 차 있는지 실시간으로 알려줘 주차할 수 있겠니
parking_availability_query,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 건데 그 시간에 혼잡도가 높아져서 주차하기 많이 어려워질까요 미리 대비하고 싶어서요
parking_availability_query,오늘 밤 공항에 도착해서 제2터미널 주차타워 동편에 주차할 건데 늦은 시간이라 주차장 전체가 여유로울지 궁금합니다 비행기 연착돼서 늦어졌거든요
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층을 주로 이용하는데 현재 주차장이 거의 만차 상태인지 아니면 아직 여유가 있어서 바로 주차할 수 있을지 알려주세요
parking_availability_query,담주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에 주차장이 얼마나 한가할지 미리 알려줄 수 있을까 편하게 주차하고 싶거든
parking_availability_query,이번 주말 제1터미널 단기 주차장 지하 1층이 많이 붐빌 것으로 예상되나요 아니면 주차하기 무난한 수준일까요 가족 여행이라서요
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차하려고 하는데 이른 아침에도 주차장 동편이랑 서편 중 더 여유로운 곳이 있을까요 짐이 많아서요
parking_availability_query,지금 제1터미널 주차타워 서편에 주차할 수 있는 빈자리가 있을까요 너무 차가 많으면 다른 곳으로 가려고 하는데
parking_availability_query,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에 주차할 자리가 넉넉할까요 식사 약속이 있어서요
parking_availability_query,이번 여름 휴가 시즌에 제1터미널 장기 주차 P3은 보통 어느 정도로 혼잡한가요 아예 만차 위험이 높은 시간대가 따로 있나요
parking_availability_query,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 현재 주차장이 매우 혼잡해서 대기해야 할 정도인가요 시간이 없어서요 빨리 알려주세요
parking_availability_query,내일 오후 제1터미널 장기 주차 P2 동편에 주차할 건데 그 시간대에도 주차장이 많이 혼잡할까 일 때문에 가는 거라 미리 알고 싶네
parking_availability_query,오늘 밤 10시쯤 제2터미널 주차타워 동편에 주차할 건데 늦은 시간이라 주차장 혼잡도는 어떻게 예상되나요 너무 붐비면 곤란해서요
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 이용하고 싶은데요 지금 그 구역에 주차 가능한 공간이 몇 개나 남아있는지 알 수 있을까요
parking_availability_query,다음 주 목요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에는 주차장이 텅 비어있을 정도로 여유로울까 주차하기 편했으면 좋겠어
parking_availability_query,이번 주말 제1터미널 단기 주차장 지상 1층에 주차할 예정인데 혹시 오후 시간대 혼잡도가 많이 높을까요 미리 대비하고 싶어서요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금 그쪽 주차장 혼잡도가 어느 정도 되는지 실시간으로 확인해 줘 거의 만차니
parking_availability_query,내일 오후 제1터미널 장기 주차 P2 서편에 주차할 예정인데 그 시간에 혼잡도가 높아져서 주차하기 어려울까요 다른 대안을 찾아야 할지 고민되네요
parking_availability_query,오늘 밤 12시쯤 제2터미널 주차타워 동편에 도착할 건데 자정쯤이면 주차장이 많이 한가해질지 궁금해요 늦은 시간이라 피곤해서 빨리 주차하고 싶어요
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층에 주차해야 하는데 지금 그쪽에 주차할 곳이 있는지 아니면 다른 층이 더 나은지 알려주세요 빨리 주차하고 들어가야 하거든요
parking_availability_query,다음 주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간대에 주차장 혼잡도가 어느 정도일까요 여유롭게 주차하고 싶어서요
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차할 건데 혹시 동편과 서편 중 어느 곳이 주차할 자리가 더 많을까 짐이 많아서 편한 곳으로 가고 싶어
parking_availability_query,이번 휴가철에 제1터미널 장기 주차 P3에 주차할 건데 주차장이 너무 붐빌까 봐 걱정돼요 예측 가능한가요 주차 스트레스를 줄이고 싶어요
parking_availability_query,다음 주 목요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에는 주차장이 텅텅 비어있을 정도로 여유로울까 주차 공간 찾기 쉬웠으면 좋겠어
parking_availability_query,이번 주말 제1터미널 단기 주차장 지상 1층이 꽤 붐빌 것 같은데 혹시 주차할 수 있는 빈 공간이 아예 없을까 봐 걱정돼요 친구와 함께 가거든요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 건데 지금 그쪽 주차장이 얼마나 꽉 차 있는지 실시간으로 확인해 줘 거의 만차면 다른 곳으로 가야 해서
parking_availability_query,이번 주말에 제1터미널 장기 주차장 P1에 주차할 계획인데 혹시 그때쯤 주차 공간이 너무 혼잡해서 자리 찾기 어렵진 않을지 미리 알 수 있을까요 연휴 직전이라 걱정이 많네요
parking_availability_query,안녕하세요 이번 주말에 제1터미널 장기 주차장 P1에 차를 세울 생각인데요 그때쯤 주차 공간이 너무 혼잡해서 주차하기 힘든 건 아닌지 미리 알 수 있을까요 연휴 직전이라 미리 파악하고 싶어서요
parking_availability_query,야 내일 아침 8시쯤 제2터미널 단기 주차장 지하 1층에 주차하려고 하는데 그때 주차할 공간이 바로 보일 정도로 여유 있을까 서둘러야 해서 말이야
parking_availability_query,어르신들 모시고 공항 왔는데 제1터미널 단기 주차장 지상 1층에 지금 주차할 자리가 얼마나 남았는지 좀 확인해 주실 수 있으세요 어르신들께서 오래 걷기 힘드셔서요
parking_availability_query,다음 주 화요일 오후에 제2터미널 주차타워 서편에 주차할 건데요 업무상 방문이라 주차 후 이동이 빠르면 좋거든요 그때쯤 주차장이 많이 붐빌지 미리 알려주실래요
parking_availability_query,이번 연휴 때 제1터미널 장기 주차장 P3에 주차할 건데 평소보다 훨씬 붐빌 것 같아서 아예 만차라서 주차 자체가 불가능할 수도 있을까요 여행 계획을 수정해야 할지 고민됩니다
parking_availability_query,여기요 지금 제2터미널 단기 주차장 지하 2층에 주차하려고 하는데 그 구역에 주차 가능한 공간이 있는지 실시간으로 좀 알려줄 수 있어요 앱 정보가 최신이 아닌 것 같아서요
parking_availability_query,내일 아침 비행기 타러 가야 하는데 제1터미널 장기 주차 P2에 주차할 예정이거든 이른 시간에도 주차장 동편이나 서편 중 유독 혼잡해서 주차 대기해야 하는 곳이 있을까
parking_availability_query,오늘 저녁 9시쯤 제2터미널 주차타워 동편에 도착할 건데 그 시간에 주차장이 많이 여유로울지 아니면 벌써 꽉 차서 다른 주차장을 찾아야 할지 알고 싶어요 주차 못 할까 봐 불안해서요
parking_availability_query,아 제가 제1터미널 단기 주차장 지상 1층에 주차를 해야 하는데 혹시 지금 주차장이 만차 직전이라 진입 자체가 안 되는 건 아니겠죠 제발 빨리 확인해주세요
parking_availability_query,담주 금요일 오후에 제2터미널 장기 주차 P4에 주차할 건데 퇴근 시간이랑 겹쳐서 주차장이 엄청 복잡해질 것 같아 그때쯤 가장 여유롭고 주차하기 쉬운 곳으로 추천해 줄 수 있을까
parking_availability_query,다음 주 월요일 아침 일찍 제1터미널 단기 주차장 지하 1층에 차를 댈 건데요 출근 시간이라 많이 혼잡해서 자리 찾기 어려울까요 아니면 좀 여유가 있을까요
parking_availability_query,지금 제2터미널 장기 주차장 P1에 주차할 수 있는 빈자리가 있을까요 주변에 차들이 너무 많아서 들어갈 엄두가 안 나네요 만차일까 봐 무서워요
parking_availability_query,이번 주말 제1터미널 주차타워 서편이 엄청 붐빌 것 같던데 혹시 주차 가능한 자리가 있긴 할까요 아님 다른 쪽이 훨씬 낫다고 추천해 주실 만한 곳이 있으세요
parking_availability_query,내일 오후 늦게 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에도 주차 공간이 넉넉할지 알고 싶어요 자리 없으면 곤란해서요
parking_availability_query,연말 연초에 제1터미널 장기 주차장 P3은 보통 어느 정도로 혼잡한가요 아예 다른 주차장을 고려해야 할 정도로 주차가 어려울지 예측 부탁드립니다
parking_availability_query,와 진짜 급한데 제2터미널 단기 주차장 지상 1층에 지금 주차할 자리가 아예 없을까 봐 걱정돼요 빨리 좀 확인 가능한가요 시간 없어요
parking_availability_query,내일 출국인데 제1터미널 장기 주차 P2 동편이랑 서편 중에 어디가 더 혼잡도가 낮을지 미리 알려줄 수 있어 주차 대기 없이 바로 들어가고 싶어서
parking_availability_query,오늘 밤 자정쯤 제2터미널 주차타워 동편에 주차할 생각인데 그 시간에 주차장이 텅 비어있을지 아니면 그래도 꽤 차 있을지 예측 궁금해요 심야 비행이라서요
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 선호하거든요 지금 그 구역에 주차할 곳이 있는지 아니면 다른 층으로 내려가는 게 더 주차하기 편할지 좀 봐주실 수 있어요
parking_availability_query,담주 수요일 오후에 제2터미널 장기 주차 P4에 주차할 건데 그 시간대에 공항 전체 주차장 혼잡도는 어느 수준일까 주차장이 너무 복잡해서 스트레스받기 싫거든
parking_availability_query,이번 주말 제1터미널 단기 주차장 지상 1층이 만차 예상되나요 아니면 그래도 아직 주차할 공간이 남아있어서 바로 주차할 수 있을까요
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차할 건데 이른 시간에 혼잡도가 낮을 것으로 기대해도 될까요 항상 붐벼서 불안하네요
parking_availability_query,현재 제1터미널 주차타워 동편의 주차 상황은 어떤가요 지금 주차하러 들어가도 주차 공간을 바로 찾을 수 있을지 궁금합니다
parking_availability_query,다음 주 목요일 저녁에 제2터미널 단기 주차장 지하 1층에 주차할 건데 그 시간에도 자리가 많이 남아있을지 예측해 주세요 보통 그 시간에 꽉 차서 불편했거든요
parking_availability_query,이번 연휴에 제1터미널 장기 주차 P3에 주차하려고 하는데 주차장 빈자리 현황을 미리 알 수 있는 실시간 정보가 혹시 따로 있을까요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금 그쪽 주차장이 얼마나 꽉 차 있는지 실시간으로 알려줘 주차하는 데 시간 오래 걸릴까
parking_availability_query,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 건데 그 시간에 혼잡도가 높아져서 주차하기 많이 어려워질까요 다른 대안을 찾아봐야 할지 고민되네요
parking_availability_query,오늘 밤 공항에 도착해서 제2터미널 주차타워 동편에 주차할 건데 늦은 시간이라 주차장 전체가 여유로울지 예측 궁금합니다 비행기 연착돼서 너무 늦었어요
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층을 주로 이용하는데 현재 주차장이 거의 만차 상태인지 아니면 아직 여유가 있어서 바로 주차할 수 있을지 정확히 알려주세요
parking_availability_query,담주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에 주차장이 얼마나 한가할지 미리 알려줄 수 있을까 여유롭게 주차하고 싶거든
parking_availability_query,이번 주말 제1터미널 단기 주차장 지하 1층이 많이 붐빌 것으로 예상되나요 아니면 주차하기 무난한 수준이라 괜찮을까요 가족 여행이라 걱정이 앞서네요
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차하려고 하는데 이른 아침에도 주차장 동편이랑 서편 중 더 여유로운 곳이 있을지 예측해 주세요 짐이 많아서 편한 곳으로 가고 싶어요
parking_availability_query,지금 제1터미널 주차타워 서편에 주차할 수 있는 빈자리가 있을까요 너무 차가 많으면 다른 곳으로 가야 하는데 빨리 좀 알려주세요
parking_availability_query,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에 주차할 자리가 넉넉할지 예측 부탁드립니다 식사 약속이 있어서 빨리 이동해야 해요
parking_availability_query,이번 여름 휴가 시즌에 제1터미널 장기 주차 P3은 보통 어느 정도로 혼잡한가요 아예 만차 위험이 높은 시간대가 따로 있을지 예측해주세요 휴가 계획에 반영하고 싶어서요
parking_availability_query,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 현재 주차장이 매우 혼잡해서 대기해야 할 정도인지 예측 가능할까요 시간이 없어서 발만 동동 구르고 있습니다
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 이용하고 싶은데요 지금 그 구역에 주차 가능한 공간이 몇 개나 남아있는지 알 수 있을까요 주차장이 넓어서 찾기 힘들까 봐 걱정돼요
parking_availability_query,다음 주 목요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에는 주차장이 텅 비어있을 정도로 여유로울까 주차 공간 찾기 쉬웠으면 좋겠어
parking_availability_query,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 예정인데 그 시간에 혼잡도가 높아져서 주차하기 어려워질까요 다른 대안을 찾아야 할지 고민되네요
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층에 주차해야 하는데 혹시 지금 주차장이 만차 직전이라 진입 자체가 안 되는 건 아니겠죠 예측 좀 해주세요
parking_availability_query,담주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간대에 주차장 혼잡도가 어느 정도일까요 여유롭게 주차하고 싶거든
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차할 건데 혹시 동편과 서편 중 어느 곳이 주차할 자리가 더 많을지 예측해 줄 수 있을까 짐이 많아서 편한 곳으로 가고 싶어
parking_availability_query,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 건데 그 시간에 주차할 자리가 충분할지 예측 부탁드립니다 식사 약속이 있어서요
parking_availability_query,담주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간대에 주차장 혼잡도가 어느 정도일지 예측해 줄 수 있을까 여유롭게 주차하고 싶거든
parking_availability_query,이번 주말 제1터미널 단기 주차장 지하 1층이 꽤 붐빌 것 같은데 혹시 주차장 진입 자체가 어려울 정도로 혼잡할까요 주말이라 걱정되네요
parking_availability_query,이번 주말에 제1터미널 장기 주차장 P1에 주차할 건데 혹시 그때쯤 주차 공간이 너무 혼잡해서 자리 찾기 어렵진 않을지 미리 예측해주실 수 있을까요 연휴 직전이라 미리 알고 싶네요
parking_availability_query,야 내일 아침 8시쯤 제2터미널 단기 주차장 지하 1층에 주차하려고 하는데 그때 주차장 얼마나 붐빌까 자리 바로 찾을 수 있을까
parking_availability_query,어르신들 모시고 공항 가는데 제1터미널 단기 주차장 지상 1층에 내일 오후쯤 되면 주차할 자리가 여유로울지 아니면 많이 혼잡할지 예측 좀 해주세요
parking_availability_query,다음 주 화요일 오후에 제2터미널 주차타워 서편에 주차할 건데요 업무 때문에 방문하는 거라 주차가 중요하거든요 그 시간대에 주차장이 많이 붐빌지 미리 파악 가능할까요
parking_availability_query,이번 연휴 때 제1터미널 장기 주차장 P3에 주차할 건데 평소보다 훨씬 붐빌 것 같아서 아예 만차라서 주차 자체가 불가능할 수도 있을까요 여행 계획 때문에요
parking_availability_query,여기요 지금으로부터 한 시간 뒤쯤 제2터미널 단기 주차장 지하 2층에 주차하려고 하는데 그때쯤 주차 가능한 공간이 남아있을지 미리 예측해줄 수 있어요
parking_availability_query,내일 아침 비행기 타러 가야 하는데 제1터미널 장기 주차 P2에 주차할 예정이거든 이른 시간에도 주차장 동편이나 서편 중 특별히 더 혼잡한 곳이 있을지 예상해 줄래
parking_availability_query,아 제가 제1터미널 단기 주차장 지상 1층에 주차를 해야 하는데 혹시 지금으로부터 30분 뒤쯤 주차장이 만차 직전이라서 아예 못 들어가는 건 아니겠죠 빨리 알려주세요
parking_availability_query,담주 금요일 오후에 제2터미널 장기 주차 P4에 주차할 건데 퇴근 시간이랑 겹쳐서 주차장이 엄청 복잡해질까 미리 혼잡도 예측 가능할까
parking_availability_query,다음 주 월요일 아침 일찍 제1터미널 단기 주차장 지하 1층에 차를 댈 건데요 출근 시간이라 많이 혼잡할까요 아니면 좀 여유 있을까요 궁금해서요
parking_availability_query,지금으로부터 한 시간 뒤쯤 제2터미널 장기 주차장 P1에 주차할 수 있는 빈자리가 있을까요 주변에 차들이 너무 많아서 나중에 자리 없을까 봐 걱정돼
parking_availability_query,이번 주말 제1터미널 주차타워 서편이 엄청 붐빌 것 같던데 혹시 주차 가능한 자리가 있긴 할까요 아님 다른 쪽이 더 나을지 예측해 주실래요
parking_availability_query,연말 연초에 제1터미널 장기 주차장 P3은 보통 어느 정도로 혼잡한가요 아예 다른 주차장을 고려해야 할 정도로 심각할지 예측 부탁드립니다
parking_availability_query,와 진짜 급한데 제2터미널 단기 주차장 지상 1층에 지금으로부터 10분 뒤쯤 주차할 자리가 아예 없을까 봐 걱정돼요 빨리 확인 가능한가요
parking_availability_query,내일 출국인데 제1터미널 장기 주차 P2 동편이랑 서편 중에 어디가 더 혼잡도가 낮을지 미리 예측해 줄 수 있어 사람 없는 곳으로 가고 싶어서
parking_availability_query,오늘 밤 자정쯤 제2터미널 주차타워 동편에 주차할 생각인데 그 시간에 주차장이 텅 비어있을지 아니면 그래도 꽤 차 있을지 예측 궁금해요
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 선호하거든요 지금으로부터 한 시간 뒤쯤 그 구역에 주차할 곳이 있을지 아니면 다른 층으로 가야 하는지 예측 좀 해주세요
parking_availability_query,이번 주말 제1터미널 단기 주차장 지상 1층이 만차 예상되나요 아니면 그래도 아직 주차할 공간이 남아있을지 예측해주세요
parking_availability_query,지금으로부터 30분 뒤쯤 제1터미널 주차타워 동편의 주차 상황은 어떤가요 그때쯤 주차하러 들어가도 괜찮을지 궁금합니다
parking_availability_query,다음 주 목요일 저녁에 제2터미널 단기 주차장 지하 1층에 주차할 건데 그 시간에도 자리가 많이 남아있을지 예측해 주세요 보통 그 시간에 꽉 차던데
parking_availability_query,이번 연휴에 제1터미널 장기 주차 P3에 주차하려고 하는데 주차장 빈자리 현황을 미리 알 수 있는 실시간 예측 정보가 혹시 있을까요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금으로부터 1시간 반 뒤쯤 그쪽 주차장이 얼마나 꽉 차 있을지 실시간으로 예측해 줘 거의 만차면 다른 곳으로 가야 해서
parking_availability_query,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 예정인데 그 시간에 혼잡도가 높아져서 주차하기 많이 어려워질까요 미리 대비하고 싶어서요
parking_availability_query,오늘 밤 공항에 도착해서 제2터미널 주차타워 동편에 주차할 건데 늦은 시간이라 주차장 전체가 여유로울지 예측 궁금합니다
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층을 주로 이용하는데 현재 주차장이 거의 만차 상태인지 아니면 아직 여유가 있어서 바로 주차할 수 있을지 예측해 주세요
parking_availability_query,담주 금요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에 주차장이 얼마나 한가할지 미리 예측해 줄 수 있을까 편하게 주차하고 싶거든
parking_availability_query,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차하려고 하는데 이른 아침에도 주차장 동편이랑 서편 중 더 여유로운 곳이 있을지 예측해 주세요 짐이 많아서요
parking_availability_query,지금으로부터 15분 뒤쯤 제1터미널 주차타워 서편에 주차할 수 있는 빈자리가 있을까요 너무 차가 많으면 다른 곳으로 가려고 하는데
parking_availability_query,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에 주차할 자리가 넉넉할지 예측 부탁드립니다 식사 약속이 있어서요
parking_availability_query,이번 여름 휴가 시즌에 제1터미널 장기 주차 P3은 보통 어느 정도로 혼잡한가요 아예 만차 위험이 높은 시간대가 따로 있을지 예측해주세요
parking_availability_query,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 지금으로부터 10분 뒤쯤 주차장이 매우 혼잡해서 대기해야 할 정도인지 예측 가능할까요
parking_availability_query,제가 제1터미널 단기 주차장 지하 1층을 이용하고 싶은데요 지금으로부터 45분 뒤쯤 그 구역에 주차 가능한 공간이 몇 개나 남아있을지 예측해 줄 수 있을까요
parking_availability_query,지금으로부터 5분 뒤쯤 제1터미널 주차타워 동편이 붐비나요 아니면 주차할 자리가 넉넉한가요 빨리 주차하고 싶어서요
parking_availability_query,다음 주 화요일 퇴근 시간 오후 6시에 제2터미널 단기 주차장 지하 1층에 주차하려고 하는데 주차장 진입이 어려울 정도로 혼잡할까요 예측 좀 해주세요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금으로부터 30분 뒤쯤 그쪽 주차장 혼잡도가 어느 정도 되는지 실시간으로 예측해 줘 거의 만차니
parking_availability_query,오늘 밤 12시쯤 제2터미널 주차타워 동편에 도착할 건데 자정쯤이면 주차장이 많이 한가해질지 예측 궁금해요 늦은 시간이라 피곤해서 빨리 주차하고 싶어요
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층에 주차해야 하는데 지금으로부터 10분 뒤쯤 그쪽에 주차 공간이 몇 칸이나 남아있을지 정확히 예측해 주세요
parking_availability_query,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 지금으로부터 15분 뒤쯤 주차장이 매우 혼잡해서 주차하기 힘들 정도인지 예측 가능할까요
parking_availability_query,지금으로부터 3분 뒤쯤 제1터미널 주차타워 동편 주차 상황은 어떤가요 주차할 공간을 바로 찾을 수 있을까요 급한 일정이 있어서요
parking_availability_query,야 제2터미널 단기 주차장 지하 2층에 주차할 건데 지금으로부터 2시간 뒤쯤 그쪽 주차장이 얼마나 꽉 차 있을지 실시간으로 예측해 줘 거의 만차면 다른 곳으로 가야 해서
parking_availability_query,제가 제1터미널 단기 주차장 지상 1층에 주차해야 하는데 지금으로부터 5분 뒤쯤 그쪽에 주차 공간이 몇 칸이나 남아있을지 정확히 예측해 주세요
parking_availability_query,지금으로부터 30분 뒤쯤 제1터미널 주차타워 서편이 붐비나요 주차하기 어렵지 않을까요 늦으면 비행기를 놓칠 수도 있어서요
parking_availability_query,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 지금으로부터 1시간 뒤쯤 주차장이 매우 혼잡해서 주차하기 힘들 정도인지 예측 가능할까요
parking_fee_info,주차 비용이 궁금해요
parking_fee_info,주차 요금 안내해주세요
parking_fee_info,시간당 주차료 얼마예요
parking_fee_info,하루 주차 요금은 어떻게 되나요
parking_fee_info,장기 주차 요금 알려주세요
parking_fee_info,단기 주차 요금은요
parking_fee_info,주차 요금 계산 어떻게 해요
parking_fee_info,주차비 얼마 나와요
parking_fee_info,주차 요금에 할인 혜택 있나요
parking_fee_info,주차 요금 감면 대상인가요
parking_fee_info,주차비 할인 받을 수 있나요
parking_fee_info,다자녀 할인 적용되나요
parking_fee_info,경차 주차 요금 할인받을 수 있나요
parking_fee_info,장애인 차량 주차 요금은요
parking_fee_info,국가유공자 주차 할인되나요
parking_fee_info,주차 요금 결제는 어떻게 하나요
parking_fee_info,주차 요금 정산 방법이 궁금해요
parking_fee_info,신용카드로 주차비 결제 가능한가요
parking_fee_info,현금으로 주차 요금 낼 수 있나요
parking_fee_info,모바일로 주차 요금 결제되나요
parking_fee_info,주차 요금 사전 정산 되나요
parking_fee_info,주차 요금 정산기 위치 알려주세요
parking_fee_info,장기 주차장 요금은 어떻게 돼요
parking_fee_info,단기 주차장 요금은 얼마인가요
parking_fee_info,주차 요금 규정이 궁금해요
parking_fee_info,주차비가 얼마 나올지 궁금해요
parking_fee_info,주차 요금 표 좀 보여주세요
parking_fee_info,주차 요금은 시간당 계산되나요
parking_fee_info,주차 요금 최대로 얼마나 나오나요
parking_fee_info,주차 요금 할인 카드 있나요
parking_fee_info,제2여객터미널 주차 요금은요
parking_fee_info,제1여객터미널 주차 요금은 얼마인가요
parking_fee_info,주차비 할인 혜택 알려주세요
parking_fee_info,주차 요금 감면 기준은 무엇인가요
parking_fee_info,주차 요금 선불 결제 가능한가요
parking_fee_info,주차 요금 안내 바랍니다
parking_fee_info,주차료가 어떻게 되나요
parking_fee_info,주차 요금 얼마 정도 예상하면 될까요
parking_fee_info,주차 요금 기준은요
parking_fee_info,주차비 할인되는 차량 종류는요
parking_fee_info,주차 요금 사전 납부 가능한가요
parking_fee_info,주차 요금 영수증 받을 수 있나요
parking_fee_info,주차 요금 궁금해요
parking_fee_info,주차 요금 문의합니다
parking_fee_info,주차비 좀 알려주세요
parking_fee_info,주차 요금 확인하고 싶어요
parking_fee_info,주차 요금 관련 정보 주세요
parking_fee_info,주차비 얼마죠
parking_fee_info,주차 요금 얼마까지 나오나요
parking_fee_info,주차 요금 감면 방법 알려주세요
parking_fee_info,주차 요금 할인되는 게 있나요
parking_fee_info,장기 주차 할인 되나요
parking_fee_info,주차 요금 선결제 할 수 있나요
parking_fee_info,주차 요금 문의드립니다
parking_fee_info,주차 요금 내는 방법은요
parking_fee_info,주차비 결제는 어디서 해요
